Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2022,2,Colorado,,75219,
2023,3,Colorado,,75219,
2021,3,Colorado,,75230,
2022,8,Colorado,,75230,
2023,5,Colorado,,75230,
2022,3,Colorado,,75232,
2023,3,Colorado,,75238,
2024,3,Colorado,,75248,
2023,3,Colorado,,75473,
2024,3,Colorado,,75473,
2023,3,Colorado,,75474,
2023,7,Colorado,,75701,
2023,3,Colorado,,75704,
2024,3,Colorado,,75758,
2021,4,Colorado,,75965,
2022,4,Colorado,,76002,
2022,3,Colorado,,76005,
2022,3,Colorado,,76006,
2024,8,Colorado,,76006,
2023,3,Colorado,,76008,
2022,2,Colorado,,76009,
2024,3,Colorado,,76012,
2024,6,Colorado,,76016,
2022,3,Colorado,,76017,
2024,1,Colorado,,76020,
2022,3,Colorado,,76021,
2024,3,Colorado,,76022,
2023,2,Colorado,,76028,
2024,3,Colorado,,76028,
2022,3,Colorado,,76033,
2022,6,Colorado,,76034,
2021,4,Colorado,,76048,
2023,3,Colorado,,76049,
2021,5,Colorado,,76063,
2023,5,Colorado,,76063,
2022,3,Colorado,,76065,
2023,5,Colorado,,76067,
2024,3,Colorado,,76102,
2023,3,Colorado,,76108,
2023,3,Colorado,,76110,
2021,3,Colorado,,76112,
2022,9,Colorado,,76126,
2024,3,Colorado,,76131,
2024,2,Colorado,,76132,
2022,3,Colorado,,76133,
2024,3,Colorado,,76140,
2022,3,Colorado,,76177,
2022,3,Colorado,,76201,
2022,5,Colorado,,76209,
2021,3,Colorado,,76210,
2022,3,Colorado,,76226,
2022,1,Colorado,,76227,
2024,3,Colorado,,76244,
2021,4,Colorado,,76245,
2022,6,Colorado,,76248,
2022,3,Colorado,,76262,
2022,3,Colorado,,76272,
2024,3,Colorado,,76310,
2022,3,Colorado,,76367,
2024,4,Colorado,,76522,
2022,3,Colorado,,76541,
2023,4,Colorado,,76548,
2023,3,Colorado,,76550,
2023,3,Colorado,,76638,
2022,4,Colorado,,76645,
2024,1,Colorado,,76687,
2023,3,Colorado,,76712,
2024,5,Colorado,,76712,
2022,3,Colorado,,76844,
2022,7,Colorado,,76908,
2022,3,Colorado,,77002,
2021,4,Colorado,,77005,
2022,3,Colorado,,77005,
2023,8,Colorado,,77006,
2024,3,Colorado,,77007,
2022,3,Colorado,,77008,
2024,3,Colorado,,77009,
2024,2,Colorado,,77014,
2021,3,Colorado,,77018,
2023,2,Colorado,,77018,
2024,3,Colorado,,77018,
2023,3,Colorado,,77019,
2024,5,Colorado,,77020,
2023,5,Colorado,,77024,
2024,3,Colorado,,77024,
2023,3,Colorado,,77030,
2024,3,Colorado,,77034,
2023,3,Colorado,,77041,
2023,3,Colorado,,77044,
2024,3,Colorado,,77055,
2022,3,Colorado,,77059,
2023,3,Colorado,,77059,
2024,1,Colorado,,77062,
2024,3,Colorado,,77065,
2022,3,Colorado,,77074,
2023,3,Colorado,,77077,
2022,7,Colorado,,77079,
2023,5,Colorado,,77079,
2024,3,Colorado,,77082,
2024,5,Colorado,,77089,
2023,3,Colorado,,77094,
2023,3,Colorado,,77096,
2022,4,Colorado,,77304,
2023,5,Colorado,,77304,
2021,4,Colorado,,77316,
2024,5,Colorado,,77320,
2023,3,Colorado,,77336,
2024,3,Colorado,,77340,
2024,3,Colorado,,77346,
2024,7,Colorado,,77362,
2022,3,Colorado,,77375,
2023,3,Colorado,,77375,
2021,2,Colorado,,77379,
2022,6,Colorado,,77379,
2023,5,Colorado,,77379,
2021,3,Colorado,,77382,
2023,3,Colorado,,77382,
2024,2,Colorado,,77382,
2022,10,Colorado,,77386,
2024,2,Colorado,,77386,
2023,3,Colorado,,77399,
2024,3,Colorado,,77399,
2024,1,Colorado,,77423,
2021,3,Colorado,,77429,
2022,5,Colorado,,77433,
2023,3,Colorado,,77433,
2023,3,Colorado,,77441,
2022,3,Colorado,,77450,
2024,3,Colorado,,77450,
2022,3,Colorado,,77459,
2024,2,Colorado,,77459,
2022,3,Colorado,,77469,
2024,3,Colorado,,77471,
2022,5,Colorado,,77478,
2023,14,Colorado,,77479,
2024,6,Colorado,,77479,
2022,3,Colorado,,77493,
2024,2,Colorado,,77493,
2022,5,Colorado,,77494,
2023,6,Colorado,,77494,
2024,3,Colorado,,77505,
2023,3,Colorado,,77539,
2023,2,Colorado,,77581,
2022,3,Colorado,,77584,
2023,3,Colorado,,77584,
2024,4,Colorado,,77598,
2024,2,Colorado,,77642,
2022,3,Colorado,,77833,
2022,4,Colorado,,77837,
2023,3,Colorado,,77845,
2023,3,Colorado,,77856,
2024,3,Colorado,,77865,
2024,3,Colorado,,78002,
2024,5,Colorado,,78013,
2024,3,Colorado,,78015,
2023,5,Colorado,,78028,
2024,5,Colorado,,78045,
2023,3,Colorado,,78070,
2023,2,Colorado,,78108,
2024,3,Colorado,,78108,
2021,2,Colorado,,78130,
2022,9,Colorado,,78130,
2023,3,Colorado,,78130,
2023,6,Colorado,,78132,
2022,3,Colorado,,78154,
2024,4,Colorado,,78163,
2023,4,Colorado,,78209,
2024,3,Colorado,,78209,
2023,3,Colorado,,78212,
2023,3,Colorado,,78213,
2022,3,Colorado,,78215,
2023,3,Colorado,,78218,
2024,4,Colorado,,78222,
2023,8,Colorado,,78232,
2022,4,Colorado,,78245,
2023,5,Colorado,,78247,
2021,3,Colorado,,78253,
2022,3,Colorado,,78253,
2023,3,Colorado,,78254,
2024,3,Colorado,,78254,
2022,3,Colorado,,78255,
2022,4,Colorado,,78258,
2022,3,Colorado,,78259,
2023,8,Colorado,,78260,
2024,3,Colorado,,78260,
2023,3,Colorado,,78261,
2023,3,Colorado,,78266,
2022,4,Colorado,,78269,
2024,6,Colorado,,78373,
2023,6,Colorado,,78412,
2023,2,Colorado,,78504,
2024,6,Colorado,,78504,
2022,3,Colorado,,78523,
2024,3,Colorado,,78541,
2023,3,Colorado,,78560,
2023,3,Colorado,,78572,
2023,3,Colorado,,78573,
2022,3,Colorado,,78597,
2022,2,Colorado,,78610,
2023,6,Colorado,,78610,
2024,6,Colorado,,78610,
2022,3,Colorado,,78613,
2023,3,Colorado,,78620,
2022,6,Colorado,,78624,
2021,2,Colorado,,78626,
2022,10,Colorado,,78626,
2021,4,Colorado,,78628,
2023,6,Colorado,,78628,
2022,3,Colorado,,78633,
2024,3,Colorado,,78633,
2023,3,Colorado,,78634,
2022,3,Colorado,,78640,
2022,3,Colorado,,78641,
2023,6,Colorado,,78641,
2024,3,Colorado,,78641,
2023,3,Colorado,,78645,
2024,2,Colorado,,78645,
2023,3,Colorado,,78653,
2024,3,Colorado,,78655,
2022,14,Colorado,,78660,
2023,3,Colorado,,78660,
2024,3,Colorado,,78664,
2023,3,Colorado,,78666,
2022,3,Colorado,,78702,
2022,9,Colorado,,78703,
2022,3,Colorado,,78704,
2023,6,Colorado,,78704,
2024,17,Colorado,,78704,
2023,3,Colorado,,78717,
2024,3,Colorado,,78717,
2022,3,Colorado,,78722,
2022,3,Colorado,,78723,
2021,3,Colorado,,78728,
2022,2,Colorado,,78729,
2023,11,Colorado,,78731,
2024,3,Colorado,,78731,
2022,6,Colorado,,78732,
2022,3,Colorado,,78734,
2023,3,Colorado,,78734,
2023,3,Colorado,,78735,
2024,2,Colorado,,78735,
2022,3,Colorado,,78736,
2023,6,Colorado,,78738,
2024,3,Colorado,,78739,
2021,3,Colorado,,78741,
2024,3,Colorado,,78741,
2024,3,Colorado,,78742,
2022,3,Colorado,,78745,
2022,6,Colorado,,78746,
2023,7,Colorado,,78746,
2024,6,Colorado,,78746,
2024,3,Colorado,,78748,
2022,8,Colorado,,78749,
2023,6,Colorado,,78750,
2024,3,Colorado,,78750,
2022,6,Colorado,,78757,
2023,3,Colorado,,78757,
2022,5,Colorado,,78759,
2024,3,Colorado,,78945,
2022,3,Colorado,,79010,
2022,3,Colorado,,79022,
2024,3,Colorado,,79044,
2024,3,Colorado,,79064,
2023,3,Colorado,,79086,
2024,3,Colorado,,79106,
2022,6,Colorado,,79109,
2023,6,Colorado,,79109,
2022,3,Colorado,,79110,
2022,3,Colorado,,79118,
2022,3,Colorado,,79119,
2023,6,Colorado,,79119,
2024,10,Colorado,,79119,
2024,3,Colorado,,79121,
2023,8,Colorado,,79124,
2024,2,Colorado,,79124,
2024,3,Colorado,,79201,
2023,3,Colorado,,79316,
2023,3,Colorado,,79363,
2022,4,Colorado,,79410,
2024,6,Colorado,,79410,
2023,4,Colorado,,79414,
2023,3,Colorado,,79416,
2023,5,Colorado,,79423,
2024,6,Colorado,,79423,
2023,3,Colorado,,79424,
2024,6,Colorado,,79424,
2023,3,Colorado,,79601,
2022,3,Colorado,,79607,
2022,3,Colorado,,79705,
2023,3,Colorado,,79706,
2022,1,Colorado,,79707,
2023,3,Colorado,,79707,
2024,8,Colorado,,79707,
2021,4,Colorado,,79745,
2022,3,Colorado,,79770,
2022,3,Colorado,,79772,
2023,3,Colorado,,79835,
2021,6,Colorado,,79902,
2022,3,Colorado,,79902,
2023,3,Colorado,,79902,
2023,3,Colorado,,79904,
2024,3,Colorado,,79904,
2023,3,Colorado,,79911,
2021,5,Colorado,,79912,
2022,9,Colorado,,79912,
2023,3,Colorado,,79912,
2024,12,Colorado,,79912,
2023,3,Colorado,,79915,
2023,3,Colorado,,79924,
2022,3,Colorado,,79925,
2022,3,Colorado,,79928,
2024,10,Colorado,,79928,
2023,3,Colorado,,79930,
2022,3,Colorado,,79932,
2023,3,Colorado,,79932,
2024,3,Colorado,,79932,
2024,3,Colorado,,79934,
2023,3,Colorado,,79935,
2022,14,Colorado,,79936,
2023,3,Colorado,,79936,
2022,2,Colorado,,79938,
2023,4,Colorado,,79938,
2024,3,Colorado,,79938,
2012,5,Colorado,,80002,
2013,14,Colorado,,80002,
2014,13,Colorado,,80002,
2015,20,Colorado,,80002,
2016,18,Colorado,,80002,
2017,25,Colorado,,80002,
2018,36,Colorado,,80002,
2019,345,Colorado,,80002,
2020,815,Colorado,,80002,
2021,1411,Colorado,,80002,
2022,1860,Colorado,,80002,
2023,2737,Colorado,,80002,
2024,1946,Colorado,,80002,
2011,1,Colorado,,80003,
2012,3,Colorado,,80003,
2013,9,Colorado,,80003,
2014,22,Colorado,,80003,
2015,32,Colorado,,80003,
2016,35,Colorado,,80003,
2017,59,Colorado,,80003,
2018,63,Colorado,,80003,
2019,755,Colorado,,80003,
2020,1369,Colorado,,80003,
2021,2264,Colorado,,80003,
2022,2610,Colorado,,80003,
2023,4050,Colorado,,80003,
2024,2400,Colorado,,80003,
2012,4,Colorado,,80004,
2013,17,Colorado,,80004,
2014,27,Colorado,,80004,
2015,34,Colorado,,80004,
2016,43,Colorado,,80004,
2017,67,Colorado,,80004,
2018,87,Colorado,,80004,
2019,863,Colorado,,80004,
2020,1766,Colorado,,80004,
2021,2736,Colorado,,80004,
2022,3684,Colorado,,80004,
2023,5160,Colorado,,80004,
2024,3115,Colorado,,80004,
2010,1,Colorado,,80005,
2011,1,Colorado,,80005,
2012,9,Colorado,,80005,
2013,17,Colorado,,80005,
2014,33,Colorado,,80005,
2015,47,Colorado,,80005,
2016,52,Colorado,,80005,
2017,75,Colorado,,80005,
2018,95,Colorado,,80005,
2019,998,Colorado,,80005,
2020,2257,Colorado,,80005,
2021,2983,Colorado,,80005,
2022,4020,Colorado,,80005,
2023,5829,Colorado,,80005,
2024,3324,Colorado,,80005,
2012,3,Colorado,,80007,
2013,9,Colorado,,80007,
2014,15,Colorado,,80007,
2015,23,Colorado,,80007,
2016,35,Colorado,,80007,
2017,68,Colorado,,80007,
2018,97,Colorado,,80007,
2019,1151,Colorado,,80007,
2020,2321,Colorado,,80007,
2021,3611,Colorado,,80007,
2022,5235,Colorado,,80007,
2023,7380,Colorado,,80007,
2024,4203,Colorado,,80007,
2012,1,Colorado,,80010,
2013,3,Colorado,,80010,
2014,4,Colorado,,80010,
2015,4,Colorado,,80010,
2016,6,Colorado,,80010,
2017,13,Colorado,,80010,
2018,17,Colorado,,80010,
2019,308,Colorado,,80010,
2020,585,Colorado,,80010,
2021,991,Colorado,,80010,
2022,1176,Colorado,,80010,
2023,1726,Colorado,,80010,
2024,1293,Colorado,,80010,
2012,2,Colorado,,80011,
2013,5,Colorado,,80011,
2014,7,Colorado,,80011,
2015,13,Colorado,,80011,
2016,13,Colorado,,80011,
2017,20,Colorado,,80011,
2018,24,Colorado,,80011,
2019,388,Colorado,,80011,
2020,598,Colorado,,80011,
2021,857,Colorado,,80011,
2022,1576,Colorado,,80011,
2023,2482,Colorado,,80011,
2024,1708,Colorado,,80011,
2013,6,Colorado,,80012,
2014,6,Colorado,,80012,
2015,12,Colorado,,80012,
2016,20,Colorado,,80012,
2017,42,Colorado,,80012,
2018,55,Colorado,,80012,
2019,489,Colorado,,80012,
2020,880,Colorado,,80012,
2021,1289,Colorado,,80012,
2022,2061,Colorado,,80012,
2023,2960,Colorado,,80012,
2024,2057,Colorado,,80012,
2012,5,Colorado,,80013,
2013,17,Colorado,,80013,
2014,26,Colorado,,80013,
2015,39,Colorado,,80013,
2016,51,Colorado,,80013,
2017,82,Colorado,,80013,
2018,105,Colorado,,80013,
2019,1028,Colorado,,80013,
2020,2035,Colorado,,80013,
2021,3177,Colorado,,80013,
2022,4468,Colorado,,80013,
2023,6780,Colorado,,80013,
2024,4119,Colorado,,80013,
2011,1,Colorado,,80014,
2012,3,Colorado,,80014,
2013,13,Colorado,,80014,
2014,12,Colorado,,80014,
2015,23,Colorado,,80014,
2016,33,Colorado,,80014,
2017,45,Colorado,,80014,
2018,63,Colorado,,80014,
2019,689,Colorado,,80014,
2020,1358,Colorado,,80014,
2021,2046,Colorado,,80014,
2022,2811,Colorado,,80014,
2023,3956,Colorado,,80014,
2024,2591,Colorado,,80014,
2010,1,Colorado,,80015,
2011,2,Colorado,,80015,
2012,11,Colorado,,80015,
2013,27,Colorado,,80015,
2014,58,Colorado,,80015,
2015,69,Colorado,,80015,
2016,96,Colorado,,80015,
2017,127,Colorado,,80015,
2018,204,Colorado,,80015,
2019,1640,Colorado,,80015,
2020,3232,Colorado,,80015,
2021,5014,Colorado,,80015,
2022,6867,Colorado,,80015,
2023,9810,Colorado,,80015,
2024,5825,Colorado,,80015,
2011,1,Colorado,,80016,
2012,13,Colorado,,80016,
2013,42,Colorado,,80016,
2014,72,Colorado,,80016,
2015,87,Colorado,,80016,
2016,120,Colorado,,80016,
2017,162,Colorado,,80016,
2018,253,Colorado,,80016,
2019,2591,Colorado,,80016,
2020,4961,Colorado,,80016,
2021,7665,Colorado,,80016,
2022,11299,Colorado,,80016,
2023,15848,Colorado,,80016,
2024,9280,Colorado,,80016,
2012,1,Colorado,,80017,
2013,3,Colorado,,80017,
2014,12,Colorado,,80017,
2015,12,Colorado,,80017,
2016,23,Colorado,,80017,
2017,27,Colorado,,80017,
2018,34,Colorado,,80017,
2019,359,Colorado,,80017,
2020,837,Colorado,,80017,
2021,1207,Colorado,,80017,
2022,1571,Colorado,,80017,
2023,2381,Colorado,,80017,
2024,1617,Colorado,,80017,
2012,2,Colorado,,80018,
2013,4,Colorado,,80018,
2014,6,Colorado,,80018,
2015,12,Colorado,,80018,
2016,14,Colorado,,80018,
2017,28,Colorado,,80018,
2018,34,Colorado,,80018,
2019,347,Colorado,,80018,
2020,644,Colorado,,80018,
2021,1307,Colorado,,80018,
2022,2236,Colorado,,80018,
2023,3581,Colorado,,80018,
2024,2542,Colorado,,80018,
2015,5,Colorado,,80019,
2016,6,Colorado,,80019,
2017,7,Colorado,,80019,
2018,6,Colorado,,80019,
2019,54,Colorado,,80019,
2020,150,Colorado,,80019,
2021,392,Colorado,,80019,
2022,1001,Colorado,,80019,
2023,2120,Colorado,,80019,
2024,1702,Colorado,,80019,
2010,3,Colorado,,80020,
2011,4,Colorado,,80020,
2012,12,Colorado,,80020,
2013,25,Colorado,,80020,
2014,49,Colorado,,80020,
2015,61,Colorado,,80020,
2016,80,Colorado,,80020,
2017,138,Colorado,,80020,
2018,179,Colorado,,80020,
2019,1922,Colorado,,80020,
2020,3719,Colorado,,80020,
2021,5283,Colorado,,80020,
2022,7212,Colorado,,80020,
2023,9689,Colorado,,80020,
2024,5574,Colorado,,80020,
2010,1,Colorado,,80021,
2011,1,Colorado,,80021,
2012,4,Colorado,,80021,
2013,15,Colorado,,80021,
2014,30,Colorado,,80021,
2015,44,Colorado,,80021,
2016,56,Colorado,,80021,
2017,96,Colorado,,80021,
2018,116,Colorado,,80021,
2019,1169,Colorado,,80021,
2020,2172,Colorado,,80021,
2021,3091,Colorado,,80021,
2022,4325,Colorado,,80021,
2023,5795,Colorado,,80021,
2024,3501,Colorado,,80021,
2012,3,Colorado,,80022,
2013,12,Colorado,,80022,
2014,17,Colorado,,80022,
2015,22,Colorado,,80022,
2016,27,Colorado,,80022,
2017,42,Colorado,,80022,
2018,53,Colorado,,80022,
2019,627,Colorado,,80022,
2020,1106,Colorado,,80022,
2021,2542,Colorado,,80022,
2022,3667,Colorado,,80022,
2023,5818,Colorado,,80022,
2024,4051,Colorado,,80022,
2011,2,Colorado,,80023,
2012,12,Colorado,,80023,
2013,22,Colorado,,80023,
2014,34,Colorado,,80023,
2015,46,Colorado,,80023,
2016,68,Colorado,,80023,
2017,99,Colorado,,80023,
2018,153,Colorado,,80023,
2019,1579,Colorado,,80023,
2020,3417,Colorado,,80023,
2021,4992,Colorado,,80023,
2022,7443,Colorado,,80023,
2023,10230,Colorado,,80023,
2024,5658,Colorado,,80023,
2023,3,Colorado,,80024,
2017,1,Colorado,,80025,
2018,2,Colorado,,80025,
2019,45,Colorado,,80025,
2020,65,Colorado,,80025,
2021,97,Colorado,,80025,
2022,66,Colorado,,80025,
2023,158,Colorado,,80025,
2024,48,Colorado,,80025,
2011,1,Colorado,,80026,
2012,9,Colorado,,80026,
2013,19,Colorado,,80026,
2014,41,Colorado,,80026,
2015,59,Colorado,,80026,
2016,103,Colorado,,80026,
2017,147,Colorado,,80026,
2018,210,Colorado,,80026,
2019,2300,Colorado,,80026,
2020,4481,Colorado,,80026,
2021,5940,Colorado,,80026,
2022,8071,Colorado,,80026,
2023,10534,Colorado,,80026,
2024,5848,Colorado,,80026,
2010,1,Colorado,,80027,
2011,3,Colorado,,80027,
2012,9,Colorado,,80027,
2013,34,Colorado,,80027,
2014,56,Colorado,,80027,
2015,84,Colorado,,80027,
2016,121,Colorado,,80027,
2017,185,Colorado,,80027,
2018,267,Colorado,,80027,
2019,2730,Colorado,,80027,
2020,5506,Colorado,,80027,
2021,7259,Colorado,,80027,
2022,9639,Colorado,,80027,
2023,12144,Colorado,,80027,
2024,7175,Colorado,,80027,
2012,1,Colorado,,80030,
2013,1,Colorado,,80030,
2014,3,Colorado,,80030,
2015,7,Colorado,,80030,
2016,13,Colorado,,80030,
2017,17,Colorado,,80030,
2018,19,Colorado,,80030,
2019,173,Colorado,,80030,
2020,341,Colorado,,80030,
2021,440,Colorado,,80030,
2022,726,Colorado,,80030,
2023,998,Colorado,,80030,
2024,764,Colorado,,80030,
2012,6,Colorado,,80031,
2013,19,Colorado,,80031,
2014,34,Colorado,,80031,
2015,36,Colorado,,80031,
2016,44,Colorado,,80031,
2017,68,Colorado,,80031,
2018,96,Colorado,,80031,
2019,1109,Colorado,,80031,
2020,2097,Colorado,,80031,
2021,3228,Colorado,,80031,
2022,4573,Colorado,,80031,
2023,5883,Colorado,,80031,
2024,3859,Colorado,,80031,
2012,6,Colorado,,80033,
2013,14,Colorado,,80033,
2014,27,Colorado,,80033,
2015,27,Colorado,,80033,
2016,33,Colorado,,80033,
2017,43,Colorado,,80033,
2018,53,Colorado,,80033,
2019,639,Colorado,,80033,
2020,1265,Colorado,,80033,
2021,1958,Colorado,,80033,
2022,2630,Colorado,,80033,
2023,3751,Colorado,,80033,
2024,2505,Colorado,,80033,
2014,1,Colorado,,80045,
2015,2,Colorado,,80045,
2018,5,Colorado,,80045,
2019,5,Colorado,,80045,
2020,26,Colorado,,80045,
2021,73,Colorado,,80045,
2022,167,Colorado,,80045,
2023,182,Colorado,,80045,
2024,139,Colorado,,80045,
2016,1,Colorado,,80101,
2017,1,Colorado,,80101,
2018,3,Colorado,,80101,
2019,17,Colorado,,80101,
2020,13,Colorado,,80101,
2021,18,Colorado,,80101,
2022,28,Colorado,,80101,
2023,23,Colorado,,80101,
2024,16,Colorado,,80101,
2013,2,Colorado,,80102,
2014,3,Colorado,,80102,
2015,4,Colorado,,80102,
2016,4,Colorado,,80102,
2017,4,Colorado,,80102,
2018,7,Colorado,,80102,
2019,158,Colorado,,80102,
2020,246,Colorado,,80102,
2021,397,Colorado,,80102,
2022,566,Colorado,,80102,
2023,939,Colorado,,80102,
2024,561,Colorado,,80102,
2017,2,Colorado,,80103,
2018,2,Colorado,,80103,
2019,30,Colorado,,80103,
2020,77,Colorado,,80103,
2021,72,Colorado,,80103,
2022,80,Colorado,,80103,
2023,121,Colorado,,80103,
2024,94,Colorado,,80103,
2012,6,Colorado,,80104,
2013,16,Colorado,,80104,
2014,28,Colorado,,80104,
2015,31,Colorado,,80104,
2016,37,Colorado,,80104,
2017,55,Colorado,,80104,
2018,73,Colorado,,80104,
2019,863,Colorado,,80104,
2020,1705,Colorado,,80104,
2021,2807,Colorado,,80104,
2022,4671,Colorado,,80104,
2023,7051,Colorado,,80104,
2024,4595,Colorado,,80104,
2012,1,Colorado,,80105,
2013,3,Colorado,,80105,
2014,1,Colorado,,80105,
2015,1,Colorado,,80105,
2019,24,Colorado,,80105,
2020,40,Colorado,,80105,
2021,49,Colorado,,80105,
2022,90,Colorado,,80105,
2023,52,Colorado,,80105,
2024,62,Colorado,,80105,
2011,1,Colorado,,80106,
2013,1,Colorado,,80106,
2014,3,Colorado,,80106,
2015,2,Colorado,,80106,
2016,3,Colorado,,80106,
2017,7,Colorado,,80106,
2018,9,Colorado,,80106,
2019,120,Colorado,,80106,
2020,258,Colorado,,80106,
2021,263,Colorado,,80106,
2022,460,Colorado,,80106,
2023,571,Colorado,,80106,
2024,471,Colorado,,80106,
2011,1,Colorado,,80107,
2012,4,Colorado,,80107,
2013,7,Colorado,,80107,
2014,12,Colorado,,80107,
2015,15,Colorado,,80107,
2016,18,Colorado,,80107,
2017,27,Colorado,,80107,
2018,35,Colorado,,80107,
2019,279,Colorado,,80107,
2020,630,Colorado,,80107,
2021,1010,Colorado,,80107,
2022,1546,Colorado,,80107,
2023,2215,Colorado,,80107,
2024,1318,Colorado,,80107,
2010,2,Colorado,,80108,
2011,3,Colorado,,80108,
2012,8,Colorado,,80108,
2013,26,Colorado,,80108,
2014,39,Colorado,,80108,
2015,57,Colorado,,80108,
2016,75,Colorado,,80108,
2017,100,Colorado,,80108,
2018,137,Colorado,,80108,
2019,1536,Colorado,,80108,
2020,3026,Colorado,,80108,
2021,4997,Colorado,,80108,
2022,7831,Colorado,,80108,
2023,11160,Colorado,,80108,
2024,6732,Colorado,,80108,
2011,1,Colorado,,80109,
2012,4,Colorado,,80109,
2013,12,Colorado,,80109,
2014,24,Colorado,,80109,
2015,31,Colorado,,80109,
2016,47,Colorado,,80109,
2017,58,Colorado,,80109,
2018,78,Colorado,,80109,
2019,925,Colorado,,80109,
2020,1505,Colorado,,80109,
2021,2824,Colorado,,80109,
2022,4184,Colorado,,80109,
2023,6214,Colorado,,80109,
2024,3621,Colorado,,80109,
2013,1,Colorado,,80110,
2014,7,Colorado,,80110,
2015,10,Colorado,,80110,
2016,16,Colorado,,80110,
2017,27,Colorado,,80110,
2018,34,Colorado,,80110,
2019,347,Colorado,,80110,
2020,727,Colorado,,80110,
2021,1052,Colorado,,80110,
2022,1551,Colorado,,80110,
2023,2240,Colorado,,80110,
2024,1548,Colorado,,80110,
2010,1,Colorado,,80111,
2011,5,Colorado,,80111,
2012,11,Colorado,,80111,
2013,32,Colorado,,80111,
2014,56,Colorado,,80111,
2015,67,Colorado,,80111,
2016,107,Colorado,,80111,
2017,155,Colorado,,80111,
2018,208,Colorado,,80111,
2019,2129,Colorado,,80111,
2020,4117,Colorado,,80111,
2021,5798,Colorado,,80111,
2022,8351,Colorado,,80111,
2023,11316,Colorado,,80111,
2024,6306,Colorado,,80111,
2012,7,Colorado,,80112,
2013,15,Colorado,,80112,
2014,35,Colorado,,80112,
2015,34,Colorado,,80112,
2016,61,Colorado,,80112,
2017,92,Colorado,,80112,
2018,137,Colorado,,80112,
2019,1400,Colorado,,80112,
2020,2673,Colorado,,80112,
2021,3876,Colorado,,80112,
2022,5409,Colorado,,80112,
2023,7261,Colorado,,80112,
2024,4476,Colorado,,80112,
2010,1,Colorado,,80113,
2011,4,Colorado,,80113,
2012,7,Colorado,,80113,
2013,17,Colorado,,80113,
2014,36,Colorado,,80113,
2015,52,Colorado,,80113,
2016,72,Colorado,,80113,
2017,100,Colorado,,80113,
2018,130,Colorado,,80113,
2019,1231,Colorado,,80113,
2020,2659,Colorado,,80113,
2021,3602,Colorado,,80113,
2022,5278,Colorado,,80113,
2023,6645,Colorado,,80113,
2024,3737,Colorado,,80113,
2013,1,Colorado,,80116,
2014,2,Colorado,,80116,
2015,7,Colorado,,80116,
2016,10,Colorado,,80116,
2017,16,Colorado,,80116,
2018,18,Colorado,,80116,
2019,219,Colorado,,80116,
2020,349,Colorado,,80116,
2021,589,Colorado,,80116,
2022,894,Colorado,,80116,
2023,1280,Colorado,,80116,
2024,789,Colorado,,80116,
2013,1,Colorado,,80117,
2014,1,Colorado,,80117,
2015,1,Colorado,,80117,
2016,1,Colorado,,80117,
2017,4,Colorado,,80117,
2018,5,Colorado,,80117,
2019,31,Colorado,,80117,
2020,91,Colorado,,80117,
2021,52,Colorado,,80117,
2022,137,Colorado,,80117,
2023,216,Colorado,,80117,
2024,120,Colorado,,80117,
2012,4,Colorado,,80118,
2013,9,Colorado,,80118,
2014,9,Colorado,,80118,
2015,11,Colorado,,80118,
2016,11,Colorado,,80118,
2017,19,Colorado,,80118,
2018,27,Colorado,,80118,
2019,322,Colorado,,80118,
2020,526,Colorado,,80118,
2021,956,Colorado,,80118,
2022,1394,Colorado,,80118,
2023,2003,Colorado,,80118,
2024,1140,Colorado,,80118,
2012,5,Colorado,,80120,
2013,8,Colorado,,80120,
2014,15,Colorado,,80120,
2015,26,Colorado,,80120,
2016,37,Colorado,,80120,
2017,64,Colorado,,80120,
2018,80,Colorado,,80120,
2019,830,Colorado,,80120,
2020,1700,Colorado,,80120,
2021,2680,Colorado,,80120,
2022,3686,Colorado,,80120,
2023,4996,Colorado,,80120,
2024,2987,Colorado,,80120,
2011,1,Colorado,,80121,
2012,6,Colorado,,80121,
2013,19,Colorado,,80121,
2014,36,Colorado,,80121,
2015,54,Colorado,,80121,
2016,77,Colorado,,80121,
2017,110,Colorado,,80121,
2018,137,Colorado,,80121,
2019,1152,Colorado,,80121,
2020,2431,Colorado,,80121,
2021,4001,Colorado,,80121,
2022,5292,Colorado,,80121,
2023,7264,Colorado,,80121,
2024,3984,Colorado,,80121,
2011,1,Colorado,,80122,
2012,4,Colorado,,80122,
2013,13,Colorado,,80122,
2014,17,Colorado,,80122,
2015,25,Colorado,,80122,
2016,38,Colorado,,80122,
2017,62,Colorado,,80122,
2018,93,Colorado,,80122,
2019,1124,Colorado,,80122,
2020,1863,Colorado,,80122,
2021,3026,Colorado,,80122,
2022,4228,Colorado,,80122,
2023,5841,Colorado,,80122,
2024,3515,Colorado,,80122,
2010,4,Colorado,,80123,
2011,3,Colorado,,80123,
2012,9,Colorado,,80123,
2013,20,Colorado,,80123,
2014,36,Colorado,,80123,
2015,50,Colorado,,80123,
2016,64,Colorado,,80123,
2017,89,Colorado,,80123,
2018,125,Colorado,,80123,
2019,1379,Colorado,,80123,
2020,2708,Colorado,,80123,
2021,3897,Colorado,,80123,
2022,5355,Colorado,,80123,
2023,7643,Colorado,,80123,
